run_id,calcite_rate,fh_rmax,fh_k_donor,fh_SA,gt_rmax,gt_k_donor,gt_SA,root_resp,msr_rmax,msr_k_donor,msr_k_acceptor,denit_rmax,denit_k_donor,denit_k_acceptor,aero_rate,aero_k_o2
37,3.33937376954942e-06,5.386086725079705e-07,1e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,4.9999999999999996e-05,1e-05,4.641588833612782e-07,2.1544346900318823e-05,4.641588833612782e-06,1e-10,0.00021544346900318823
38,3.33937376954942e-06,5.386086725079705e-07,1e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,1313569.6399124186,7.939999999999987e-14,2.4999999999999992e-08,4.9999999999999996e-05,1e-05,4.641588833612782e-07,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
39,3.33937376954942e-06,5.386086725079705e-07,1e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,2.4999999999999992e-08,4.9999999999999996e-05,1e-05,4.641588833612782e-07,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
40,3.33937376954942e-06,5.386086725079705e-07,1e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
41,1.5500000000000013e-07,5.386086725079705e-07,1e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,4.641588833612782e-07,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
42,1.5500000000000013e-07,5.386086725079705e-07,1e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
43,1.5500000000000013e-07,5.386086725079705e-07,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
44,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,2.4999999999999992e-08,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
45,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,2.1544346900318823e-05,4.641588833612782e-06,1e-10,1e-05
46,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,1e-05,1e-05,1e-06,4.641588833612782e-06,1e-10,1e-05
47,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,7.939999999999987e-14,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,1e-06,4.641588833612782e-06,1e-10,1e-05
48,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,1e-06,4.641588833612782e-06,1e-10,1e-05
49,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,4.641588833612782e-07,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,1e-06,0.0001,1e-10,1e-05
50,1.5500000000000013e-07,2.4999999999999994e-06,4.641588833612782e-06,1079999.9999999993,5.386086725079705e-07,1e-05,28300000.000000026,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,1e-05,1e-06,0.0001,1e-10,1e-05
51,1.5500000000000013e-07,5.386086725079705e-07,1e-05,5012915.940301801,5.386086725079705e-07,4.641588833612782e-07,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,2.1544346900318822e-06,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
52,1.5500000000000013e-07,2.4999999999999994e-06,1e-05,5012915.940301801,5.386086725079705e-07,4.641588833612782e-07,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,2.1544346900318822e-06,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
53,1.5500000000000013e-07,2.4999999999999994e-06,1e-05,5012915.940301801,5.386086725079705e-07,4.641588833612782e-07,283000.0000000003,7.939999999999987e-14,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
54,1.5500000000000013e-07,2.4999999999999994e-06,1e-05,5012915.940301801,5.386086725079705e-07,4.641588833612782e-07,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,0.0001,2.1544346900318823e-05,1e-08,0.00021544346900318823
55,1.5500000000000013e-07,2.4999999999999994e-06,1e-05,5012915.940301801,5.386086725079705e-07,4.641588833612782e-07,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.00021544346900318823
56,3.33937376954942e-06,2.4999999999999994e-06,1e-05,5012915.940301801,5.386086725079705e-07,4.641588833612782e-07,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.00021544346900318823
57,3.33937376954942e-06,2.4999999999999994e-06,1e-05,5012915.940301801,5.386086725079705e-07,1e-05,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.00021544346900318823
58,3.33937376954942e-06,2.4999999999999994e-06,1e-05,108000000.00000015,5.386086725079705e-07,1e-05,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,0.00021544346900318823
59,3.33937376954942e-06,2.4999999999999994e-06,1e-05,108000000.00000015,5.386086725079705e-07,1e-05,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,1e-05
60,3.33937376954942e-06,2.4999999999999994e-06,1e-05,108000000.00000015,5.386086725079705e-07,1e-05,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,1e-05
61,3.33937376954942e-06,2.4999999999999994e-06,1e-05,108000000.00000015,5.386086725079705e-07,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,1e-05
62,3.33937376954942e-06,2.4999999999999994e-06,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,1e-05
63,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-08,1e-05
64,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,2.1544346900318823e-05,4.6415888336127727e-10,1e-05
65,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,1.077217345015941e-05,4.641588833612782e-05,1e-07,4.641588833612782e-06,1e-06,4.6415888336127727e-10,1e-05
66,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,1.077217345015941e-05,0.001,1e-07,4.641588833612782e-06,1e-06,4.6415888336127727e-10,1e-05
67,3.33937376954942e-06,2.4999999999999994e-06,2.1544346900318822e-06,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,1.7106211438853152e-12,2.4999999999999992e-08,5e-07,0.001,1e-07,4.641588833612782e-06,1e-06,4.6415888336127727e-10,1e-05
68,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,5012915.940301801,5.386086725079705e-07,1e-05,283000.0000000003,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,1e-05,1e-07,2.1544346900318823e-05,0.0001,1e-10,0.001
69,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,5012915.940301801,5.386086725079705e-07,1e-05,283000.0000000003,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,1e-05,2.1544346900318822e-06,2.1544346900318823e-05,0.0001,1e-10,0.001
70,1.550000000000001e-05,2.4999999999999994e-07,1e-05,5012915.940301801,5.386086725079705e-07,1e-05,283000.0000000003,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,1e-05,2.1544346900318822e-06,2.1544346900318823e-05,0.0001,1e-10,0.001
71,1.550000000000001e-05,2.4999999999999994e-07,1e-05,5012915.940301801,5.386086725079705e-07,1e-05,283000.0000000003,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,1e-05,2.1544346900318822e-06,1e-06,0.0001,1e-10,0.001
72,1.550000000000001e-05,2.4999999999999994e-07,1e-05,5012915.940301801,5.386086725079705e-07,1e-05,6097050.172790233,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,1e-05,2.1544346900318822e-06,1e-06,0.0001,1e-10,0.001
73,1.550000000000001e-05,2.4999999999999994e-07,1e-05,5012915.940301801,5.386086725079705e-07,1e-05,6097050.172790233,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,0.001
74,1.550000000000001e-05,2.4999999999999994e-07,1e-05,5012915.940301801,5.386086725079705e-07,1e-05,6097050.172790233,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,4.641588833612782e-05
75,1.550000000000001e-05,2.4999999999999994e-07,1e-05,5012915.940301801,2.4999999999999992e-08,1e-05,6097050.172790233,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,4.641588833612782e-05
76,1.550000000000001e-05,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,7.939999999999988e-12,2.4999999999999992e-08,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,4.641588833612782e-05
77,1.550000000000001e-05,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,7.939999999999988e-12,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,4.641588833612782e-05
78,1.550000000000001e-05,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,7.939999999999988e-12,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,4.641588833612782e-05
79,1.550000000000001e-05,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,3.6854215338885354e-13,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,1e-10,4.641588833612782e-05
80,1.550000000000001e-05,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,3.6854215338885354e-13,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,0.0001,2.1544346900318866e-09,4.641588833612782e-05
81,1.550000000000001e-05,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,3.6854215338885354e-13,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,4.641588833612782e-06,2.1544346900318866e-09,4.641588833612782e-05
82,7.194462692099818e-07,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,1e-05,6097050.172790233,3.6854215338885354e-13,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,4.641588833612782e-06,2.1544346900318866e-09,4.641588833612782e-05
83,7.194462692099818e-07,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,4.641588833612782e-07,6097050.172790233,3.6854215338885354e-13,5.386086725079705e-07,1.077217345015941e-05,0.00021544346900318823,2.1544346900318822e-06,1e-06,4.641588833612782e-06,2.1544346900318866e-09,4.641588833612782e-05
84,7.194462692099818e-07,1.1603972084031953e-06,1e-05,108000000.00000015,2.4999999999999992e-08,4.641588833612782e-07,6097050.172790233,3.6854215338885354e-13,5.386086725079705e-07,5e-07,0.00021544346900318823,2.1544346900318822e-06,1e-06,4.641588833612782e-06,2.1544346900318866e-09,4.641588833612782e-05
85,1.550000000000001e-05,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,2.1544346900318822e-06,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-10,0.001
86,1.550000000000001e-05,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,1e-07,283000.0000000003,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-10,0.001
87,1.550000000000001e-05,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,0.00021544346900318823,4.641588833612782e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-10,0.001
88,1.550000000000001e-05,2.4999999999999994e-07,1e-05,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,4.641588833612782e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-10,0.001
89,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,4.641588833612782e-07,4.641588833612782e-06,2.1544346900318823e-05,1e-10,0.001
90,1.550000000000001e-05,2.4999999999999994e-07,2.1544346900318822e-06,108000000.00000015,2.4999999999999994e-06,1e-07,6097050.172790233,1.7106211438853152e-12,5.386086725079705e-07,2.3207944168063906e-06,1e-05,4.641588833612782e-07,0.0001,2.1544346900318823e-05,1e-10,0.001
